Title,Rank,Rating,Reviews,Amenities,RoomFeatures,RoomTypes,Class,Style,Description,Website,Offers,Covid,Location,Cleanliness,Value,Service,Walkscore,Restaurants,Attractions,ImageCount,Price
Kings Inn San Diego,#11,4.5,"3,286","['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Board games / puzzles', 'Kids stay free', ""Children's television networks"", 'Parking', 'Wifi', 'Hot tub', 'Pool / beach towels', 'Outdoor pool', 'Heated pool', 'Fence around pool', 'Coffee shop', 'Restaurant', 'Breakfast available', 'Complimentary instant cofffee', ""Kids' meals"", 'Vending machine', 'Taxi service', 'Business Center with Internet Access', 'Conference facilities', 'Meeting rooms', '24-hour security', 'Baggage storage', 'Convenience store', 'Gift shop', 'Newspaper', 'Non-smoking hotel', 'Outdoor furniture', 'Picnic area', 'Sun loungers / beach chairs', 'ATM on site', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Laundry service', 'Self-serve laundry']","['Blackout curtains', 'Air conditioning', 'Housekeeping', 'Interconnected rooms available', 'Room service', 'Coffee / tea maker', 'Flatscreen TV', 'Hair dryer', 'Safe', 'Telephone', 'Iron', 'Wake-up service / alarm clock', 'Refrigerator']",['Non-smoking rooms'],2.0,"['Value', 'Family']","Kings Inn San Diego has been serving excellence in San Diego for over fifty years. Located in Hotel Circle of Interstate 8, we are three miles from SeaWorld and The San Diego Zoo and within fifteen minutes from nearly everything you will want to see and do while visiting America's Finest City. Our Full-Service Hotel features all newly remodeled non-smoking rooms, two restaurants and a lounge, a sparkling pool and spa that are heated year round, guest fitness room and over 2,000 feet of meeting and banquet facilities. Guests can enjoy the added benefits of Free guest parking is available on site, one car per room, $8.00 per each extra car, unfortunately, we are unable to accommodate oversized vehicles. free local calls, and free WiFi. Family-owned and family-friendly, Kings Inn San Diego is committed to providing comfortable accommodations, exceptional service and optimal affordability to our valued guests.",0,0,1,4.5,4.5,4.5,4.5,45.0,48.0,4.0,"1,189",88
Catamaran Resort Hotel and Spa,#12,4.5,"6,082","['Valet parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Beach', 'Bicycle rental', 'Children Activities (Kid / Family Friendly)', 'Paid private parking on-site', 'Wifi', 'Hot tub', 'Pool / beach towels', 'Swimming pool toys', 'Outdoor pool', 'Heated pool', 'Shallow end in pool', 'Fence around pool', 'Yoga classes', 'Fitness / spa locker rooms', 'Fitness classes', 'Sauna', 'Coffee shop', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Complimentary instant cofffee', 'Complimentary tea', 'Happy hour', ""Kids' meals"", 'Outdoor dining area', 'Snack bar', 'Special diet menus', 'Wine / champagne', 'Vending machine', 'Poolside bar', 'Boating', 'Diving', 'Game room', 'Snorkeling', 'Water sport equipment rentals', 'Windsurfing', 'Aerobics offsite', 'Evening entertainment', 'Patio', 'Tennis court offsite', 'Highchairs available', 'Taxi service', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Spa', 'Body wrap', 'Couples massage', 'Facial treatments', 'Foot bath', 'Foot massage', 'Full body massage', 'Hand massage', 'Head massage', 'Manicure', 'Massage', 'Neck massage', 'Pedicure', 'Salon', 'Steam room', '24-hour security', 'Baggage storage', 'Concierge', 'Convenience store', 'Gift shop', 'Non-smoking hotel', 'Outdoor fireplace', 'Outdoor furniture', 'Picnic area', 'Shops', 'Sun loungers / beach chairs', 'Sun umbrellas', 'ATM on site', 'Doorperson', 'Umbrella', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service']","['Blackout curtains', 'Bathrobes', 'Air conditioning', 'Desk', 'Dining area', 'Coffee / tea maker', 'Cable / satellite TV', 'Bath / shower', 'Housekeeping', 'Interconnected rooms available', 'Private balcony', 'Room service', 'Safe', 'Seating area', 'Sofa', 'Telephone', 'Wardrobe / closet', 'Bottled water', 'Clothes rack', 'Iron', 'Laptop safe', 'Private bathrooms', 'Tile / marble floor', 'Wake-up service / alarm clock', 'Kitchenette', 'Microwave', 'Refrigerator', 'Flatscreen TV', 'Radio', 'iPod docking station', 'Hair dryer']","['Ocean view', 'City view', 'Landmark view', 'Pool view', 'Bridal suite', 'Non-smoking rooms', 'Suites', 'Family rooms']",4.0,"['Value', 'Family Resort']","The Catamaran Resort Hotel and Spa is a paradisiacal destinationon the shores of Mission Bay and mere steps from San Diego’s famous Pacific Beach. Featuring lush tropical gardens and a private beach, this Polynesian-themed hotel offers 310 guest rooms, studios or suites, each with a private balcony or patio. On-site amenities include signature restaurant Oceana Coastal Kitchen, featuring a surf and turf menu and a patio lined with tiki torches, fire pit tables and lush palms, and the Catamaran Spa, the only beachfront spa in San Diego. Additional activities include bicycle and water-sport rentals and the beach towns of Mission Beach and Pacific Beach, featuring a beachside boardwalk, Crystal Pier and a variety of cafés and boutiques. The Catamaran is conveniently located within 10 miles of major attractions including SeaWorld,the San Diego Zoo and the San Diego International Airport.",1,0,1,5.0,4.5,4.0,4.5,92.0,37.0,3.0,"2,589",269
Laguna Beach House,#13,4.5,919,"['Paid public parking on-site', 'Free High Speed Internet (WiFi)', 'Pool', 'Complimentary instant cofffee', 'Hiking', 'Kids stay free', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Parking', 'Wifi', 'Hot tub', 'Pool / beach towels', 'Outdoor pool', 'Heated pool', 'Fence around pool', 'Wine / champagne', 'Baggage storage', 'Non-smoking hotel', 'Outdoor fireplace', 'Sun deck', 'Sun loungers / beach chairs', 'Sun terrace', 'Sun umbrellas', '24-hour front desk']","['Bathrobes', 'Air conditioning', 'Desk', 'Housekeeping', 'Safe', 'Coffee / tea maker', 'Cable / satellite TV', 'Hair dryer', 'Seating area', 'Telephone', 'Wardrobe / closet', 'Iron', 'Private bathrooms', 'Wake-up service / alarm clock', 'Minibar', 'Flatscreen TV', 'On-demand movies']","['Pool view', 'Non-smoking rooms']",3.0,"['Value', 'Trendy']","Guests of Laguna Beach House will be immediately immersed into Southern California Surf Culture. Chic coastal decor and vintage furniture create the look and feel of an open, airy beach cottage with a palette of natural, warm colors with vibrant pops. Our convenient location is within a short walking distance to Main Beach and downtown Laguna Beach. Personalized service and attention to detail provide for the ultimate Laguna Beach getaway. Beginning with complimentary coffee at daybreak, a nightly wine hour at sunset to cookies and milk before bedtime, guests of Laguna Beach House are treated to all the comforts of home amidst the calming breeze of the Pacific Ocean.",1,1,1,4.5,4.5,4.5,4.5,84.0,14.0,12.0,448,199
SpringHill Suites by Marriott Anaheim Maingate,#14,4.5,597,"['Secured parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Bowling offsite', 'Kids stay free', 'Business Center with Internet Access', 'Wifi', 'Paid internet', 'Hot tub', 'Pool / beach towels', 'Outdoor pool', 'Heated pool', 'Fence around pool', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Complimentary tea', 'Wine / champagne', 'Vending machine', 'Banquet room', 'Concierge', 'Convenience store', 'Non-smoking hotel', 'Outdoor furniture', 'Shared lounge / TV area', 'Sun loungers / beach chairs', 'Sun terrace', 'First aid kit', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Washing machine']","['Blackout curtains', 'Air conditioning', 'Desk', 'Safe', 'Coffee / tea maker', 'Cable / satellite TV', 'Sofa bed', 'Walk-in shower', 'Seating area', 'Sofa', 'Telephone', 'Iron', 'Private bathrooms', 'Wake-up service / alarm clock', 'Microwave', 'Refrigerator', 'Flatscreen TV', 'On-demand movies', 'Radio', 'iPod docking station', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer']","['Non-smoking rooms', 'Suites']",3.0,"['Mid-range', 'Modern']","SpringHill Suites Anaheim Maingate is an affordable family-friendly all-suite hotel conveniently located near everything in the DISNEYLAND® Resort Area. With large, stylish suites that include a mini-fridge and microwave, there's enough space to relax for up to six people after a busy day exploring the Platinum Triangle, Garden Grove or Downtown DISNEY® District. In town for an event at the nearby Anaheim Convention Center? Headed to Angels Stadium of Anaheim to catch a game? A free hot breakfast is waiting in the dining room to prepare you for your day. When you return, take advantage of the outdoor heated pool to soothe sore muscles. Then wake up refreshed and ready to crush your workout routine in the 24/7 fitness center. With free Wi-Fi, you can upload family photos, check emails or meet work deadlines. Whether you're visiting to make family memories or on a business trip, SpringHill Suites Anaheim Maingate makes it easy to savor your time.",1,1,1,4.5,4.5,4.5,4.5,75.0,93.0,87.0,277,169
Pismo Lighthouse Suites,#15,4.5,"2,770","['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Free breakfast', 'Beach', 'Hiking', 'Books, DVDs, music for children', ""Children's television networks"", 'Electric vehicle charging station', 'Parking', 'Wifi', 'Hot tub', 'Pool / beach towels', 'Pool with view', 'Outdoor pool', 'Heated pool', 'Shallow end in pool', 'Fence around pool', 'Breakfast available', 'Complimentary instant cofffee', 'Outdoor dining area', 'Vending machine', 'Mini golf', 'Table tennis', 'Board games / puzzles', 'Children Activities (Kid / Family Friendly)', ""Kids' outdoor play equipment"", 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Meeting rooms', 'Gift shop', 'Newspaper', 'Non-smoking hotel', 'Outdoor furniture', 'Shared lounge / TV area', 'Sun deck', 'Sun loungers / beach chairs', 'First aid kit', '24-hour front desk', 'Laundry service', 'Self-serve laundry']","['Bathrobes', 'Fireplace', 'Housekeeping', 'Private balcony', 'Safe', 'Coffee / tea maker', 'Flatscreen TV', 'Bath / shower', 'Separate living room', 'Sofa', 'Telephone', 'Wardrobe / closet', 'Bottled water', 'Clothes rack', 'Iron', 'Private bathrooms', 'Wake-up service / alarm clock', 'Microwave', 'Refrigerator', 'Complimentary toiletries', 'Hair dryer']","['Ocean view', 'Non-smoking rooms', 'Suites', 'Family rooms']",3.0,"['Charming', 'Family']","Play like a kid again at the recently renovated Pismo Lighthouse suites, Pismo’s favorite all-suite oceanfront family hotel. Featuring spacious, newly updated two-room/two-bath suites and private balconies or patios with varying coastal views, there’s a suite to suit any family. Enjoy a new and improved Play Deck with life-size chess, Pirate Ship play structure, badminton, mini-golf, a stunning oceanfront pool, and even freshly baked cookies at check-in during your stay. As one of the few hotels in Pismo Beach that does not charge a daily resort fee, guests also enjoy amenities like daily continental breakfast, Wi-Fi, self-parking, and Tesla Electric Car charging stations, at no extra cost.",1,0,1,4.5,4.5,4.5,4.5,54.0,12.0,1.0,"1,458",199
Oxford Suites Paso Robles,#16,5.0,197,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Kids stay free', 'Pets Allowed ( Dog / Pet Friendly )', 'Free shuttle or taxi services', 'Electric vehicle charging station', 'Parking', 'Wifi', 'Hot tub', 'Pool / beach towels', 'Outdoor pool', 'Heated pool', 'Shallow end in pool', 'Sauna', 'Bar / lounge', 'Coffee shop', 'Restaurant', 'Breakfast available', 'Complimentary instant cofffee', 'Complimentary tea', 'Kid-friendly buffet', 'Outdoor dining area', 'Shuttle bus service', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Steam room', 'Concierge', 'Non-smoking hotel', 'Outdoor fireplace', 'Outdoor furniture', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Self-serve laundry']","['Air conditioning', 'Desk', 'Housekeeping', 'Safe', 'Coffee / tea maker', 'Kitchenette', 'Flatscreen TV', 'Walk-in shower', 'Seating area', 'Sofa', 'Telephone', 'Wardrobe / closet', 'Clothes rack', 'Iron', 'Private bathrooms', 'Wake-up service / alarm clock', 'Microwave', 'Refrigerator', 'Radio', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer']","['Non-smoking rooms', 'Suites', 'Family rooms']",,,"Conveniently located near downtown Paso Robles and the US-101, the brand-new Oxford Suites Paso Robles is now open and awaiting your arrival. Our hotel sits on land that was once home to the California Almond Orchards, Inc. processing plant, which was fully operational during the time Paso Robles was known as the ""Almond Capital of the World."" Throughout the hotel, guests will find reminders that pay homage to this storied history. The artistic spirit of the hotel combines the agricultural past with a bold sophistication of modern design that creates a refreshingly inviting ambiance. Capable of hosting both business and leisure travelers, the hotel offers the Oxford Suites' signature complimentary amenities including wireless internet, parking and more. In addition to an exercise facility, the hotel has electric car charging stations and an outdoor pool and spa.",1,0,1,5.0,5.0,4.5,5.0,69.0,14.0,1.0,136,158
"The Lafayette Hotel, Swim Club & Bungalows",#17,4.5,"1,633","['Paid public parking on-site', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Business Center with Internet Access', 'Conference facilities', 'Solarium', 'Parking', 'Wifi', 'Pool / beach towels', 'Outdoor pool', 'Heated pool', 'Restaurant', 'Breakfast available', 'Complimentary instant cofffee', 'Happy hour', ""Kids' meals"", 'Outdoor dining area', 'Special diet menus', 'Poolside bar', 'Banquet room', 'Meeting rooms', '24-hour security', 'Baggage storage', 'Gift shop', 'Newspaper', 'Non-smoking hotel', 'Outdoor furniture', 'Sun loungers / beach chairs', 'Sun terrace', 'Sun umbrellas', 'ATM on site', '24-hour front desk', 'Laundry service', 'Self-serve laundry', 'Ironing service']","['Air conditioning', 'Private balcony', 'Safe', 'Telephone', 'Iron', 'Flatscreen TV', 'Hair dryer']","['City view', 'Bridal suite', 'Non-smoking rooms', 'Suites', 'Family rooms']",3.0,"['Residential Neighborhood', 'Classic']","Built in 1946, the Lafayette has been the site of historical glamour, and offers a unique change from a typical hotel experience. Among its famous guests were Bob Hope, Lana Turner, Ava Gardner and Betty Grable. Inside, the Mississippi Ballroom took center stage where Hollywood’s stars came to dance the night away. Conveniently located to all shopping, entertainment and business areas, the historic Lafayette Hotel, Swim Club & Bungalows is, indeed, the best lodging choice in San Diego.",1,1,1,4.5,4.5,4.5,4.5,79.0,26.0,5.0,"1,272",139
SeaCrest OceanFront Hotel,#18,4.5,"3,265","['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Free breakfast', 'Beach', 'Bicycle rental', 'Kids stay free', ""Children's television networks"", 'Electric vehicle charging station', 'Parking', 'Wifi', 'Hot tub', 'Pool / beach towels', 'Pool with view', 'Outdoor pool', 'Heated pool', 'Shallow end in pool', 'Fence around pool', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Complimentary tea', 'Complimentary welcome drink', 'Outdoor dining area', 'Wine / champagne', 'Vending machine', 'Bicycles available', 'Fishing', 'Patio', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Conference facilities', '24-hour security', 'BBQ facilities', 'Baggage storage', 'Gift shop', 'Newspaper', 'Non-smoking hotel', 'Outdoor fireplace', 'Outdoor furniture', 'Picnic area', 'Sun deck', 'Sun loungers / beach chairs', 'Sun terrace', 'Sun umbrellas', 'First aid kit', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out']","['Air conditioning', 'Housekeeping', 'Private balcony', 'Safe', 'Coffee / tea maker', 'Cable / satellite TV', 'Sofa bed', 'Walk-in shower', 'Telephone', 'Wardrobe / closet', 'Bottled water', 'Clothes rack', 'Iron', 'Private bathrooms', 'Wake-up service / alarm clock', 'Microwave', 'Refrigerator', 'Electric kettle', 'Flatscreen TV', 'Radio', 'iPod docking station', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer']","['Ocean view', 'Pool view', 'Non-smoking rooms', 'Suites', 'Family rooms']",3.0,"['Value', 'Bay View']","This unique Pismo Beach hotel sits high on a five-acre blufftop with spectacular views of the Pacific Ocean. SeaCrest fits in perfectly with the Central Coast feel offering fun, easy-going, family friendly vibes. The hotel offers bright OceanView guestrooms, a pool with three surrounding hot tubs, three terraces, BBQs, plus an on-site restaurant and bar (Willow Kitchen and Cocktails). If that’s not enough just a ten-minute walk down the beach from the direct beach access stairs, you’ll find yourself at the Pier and downtown area. SeaCrest is enjoyed by vacationing families, causal surfers, beach lovers, and road trippers",0,0,1,5.0,4.5,4.5,4.5,64.0,41.0,13.0,"2,263",179
Allegretto Vineyard Resort Paso Robles,#19,4.5,"1,249","['Free parking', 'Free internet', 'Internet', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Concierge', 'Restaurant']","['Air conditioning', 'Refrigerator']",,4.0,"['Business', 'Green']",,0,0,1,4.5,5.0,4.0,4.5,,,,653,249
The Garland,#20,4.5,"3,923","['Valet parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Children Activities (Kid / Family Friendly)', 'Free shuttle or taxi services', 'Business Center with Internet Access', 'Paid private parking on-site', 'Wifi', 'Hot tub', 'Pool / beach towels', 'Outdoor pool', 'Heated pool', 'Fence around pool', 'Restaurant', 'Breakfast available', 'Poolside bar', 'Shuttle bus service', 'Taxi service', 'Conference facilities', 'Banquet room', 'Meeting rooms', '24-hour security', 'Baggage storage', 'Concierge', 'Convenience store', 'Gift shop', 'Non-smoking hotel', 'Outdoor fireplace', 'Sun loungers / beach chairs', 'Sun umbrellas', 'ATM on site', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Ironing service']","['Air conditioning', 'Housekeeping', 'Private balcony', 'Room service', 'Safe', 'Refrigerator', 'Flatscreen TV', 'On-demand movies', 'Wake-up service / alarm clock']","['Non-smoking rooms', 'Suites', 'Family rooms']",3.0,"['Family', 'Charming']","Walk into The Garland and you're instantly transported to a secluded, urban oasis, yet close to all the action and excitement of Universal Studios, Hollywood and LA's best attractions. Nestled within seven tree-shaded acres, this authentic LA experience is complete with a welcoming vibe and modern amenities to keep you plugged in, yet completely relaxed. Our guests enjoy a glittering pool under sunny skies, dining on savory dishes and sipping perfect martinis during sunset. The Garland is setting the standard for 'Retro-cool'. Check in and check it out.",1,0,1,4.5,4.5,4.0,4.5,59.0,118.0,8.0,"1,602",284
Homewood Suites by Hilton Anaheim Resort - Convention Center,#21,4.5,"2,176","['Electric vehicle charging station', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Game room', 'Mini golf', 'Kids stay free', 'Paid public parking on-site', 'Secured parking', 'Wifi', 'Hot tub', 'Pool / beach towels', 'Outdoor pool', 'Heated pool', 'Bar / lounge', 'Breakfast available', 'Breakfast buffet', 'Happy hour', 'Kid-friendly buffet', 'Wine / champagne', 'Vending machine', 'Children Activities (Kid / Family Friendly)', 'Kids club', 'Shuttle bus service', 'Business Center with Internet Access', 'Meeting rooms', 'BBQ facilities', 'Convenience store', 'Gift shop', 'Non-smoking hotel', 'Outdoor fireplace', 'Outdoor furniture', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Self-serve laundry']","['Air conditioning', 'Desk', 'Dining area', 'Fireplace', 'Coffee / tea maker', 'Cable / satellite TV', 'Sofa bed', 'Bath / shower', 'Housekeeping', 'Safe', 'Separate dining area', 'Separate living room', 'Sofa', 'Telephone', 'Iron', 'Wake-up service / alarm clock', 'Kitchenette', 'Dishwasher', 'Microwave', 'Refrigerator', 'Stovetop', 'Kitchenware', 'Flatscreen TV', 'Complimentary toiletries', 'Hair dryer']","['Non-smoking rooms', 'Suites', 'Family rooms']",3.0,"['Value', 'Mid-range']","The Homewood Suites by Hilton Anaheim Convention Center/Disneyland Main Gate hotel is near Anaheim Convention Center, Disneyland theme parks and Huntington Beach. Our extended stay hotel features a full kitchen and separate living area. Start your day with a hot full breakfast each morning, and enjoy evening dinner and drinks* Monday through Thursday.",1,1,1,5.0,4.5,4.5,4.5,87.0,136.0,42.0,564,126
The Westin San Diego Downtown,#22,4.5,"2,077","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycles available', 'Walking tours', 'Free airport transportation', 'Wifi', 'Paid internet', 'Hot tub', 'Pool / beach towels', 'Pool with view', 'Outdoor pool', 'Heated pool', 'Coffee shop', 'Breakfast available', 'Complimentary instant cofffee', ""Kids' meals"", 'Outdoor dining area', 'Snack bar', 'Airport transportation', 'Shuttle bus service', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Couples massage', 'Massage', '24-hour security', 'Baggage storage', 'Non-smoking hotel', 'Sun deck', 'Sun terrace', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Shoeshine']","['Allergy-free room', 'Blackout curtains', 'Air conditioning', 'Desk', 'Housekeeping', 'Coffee / tea maker', 'Flatscreen TV', 'Walk-in shower', 'Bathrobes', 'Safe', 'Telephone', 'Wardrobe / closet', 'Bottled water', 'Iron', 'Refrigerator', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer']","['City view', 'Non-smoking rooms', 'Suites']",4.0,"['Value', 'City View']","Take your travel experience to a whole new level when you stay at The Westin San Diego Downtown. Our upscale hotel boasts a prime location in the heart of downtown San Diego near the Gaslamp Quarter, Little Italy, and blocks from the Embarcadero. Not to mention a variety of shopping and dining options. We're also 3 miles away from San Diego International Airport and just a short walk or trolley ride from top area attractions such as Old Town, Fashion Valley Mall, Balboa Park and the San Diego Zoo. Our Heavenly Beds are always eager to greet you after a long day with panoramic views of the San Diego Bay, Coronado Island and the downtown cityscape. The 24 hour Westin Fitness Studio has all the latest equipment to keep your wellness in check and continually stay connected with complimentary Internet access in the lobby and complimentary shuttle service to/from the San Diego airport. Enjoy a relaxing, convenient California getaway when you reserve accommodations at The Westin San Diego Downtown.",1,1,1,4.5,4.5,4.0,4.5,100.0,71.0,22.0,821,161
